epoch;acc;loss;val_acc;val_loss
0;0.6056337952613831;0.9254741668701172;0.6350106596946716;0.8265674710273743
1;0.6177062392234802;0.8788989186286926;0.6396172642707825;0.7781801819801331
2;0.6197183132171631;0.8018794059753418;0.6470588445663452;0.7392338514328003
3;0.6458752751350403;0.7695732712745667;0.6569808721542358;0.7092571258544922
4;0.6720321774482727;0.6992565989494324;0.6654854416847229;0.687747061252594
5;0.6257545351982117;0.732993483543396;0.66832035779953;0.6704586744308472
6;0.6458752751350403;0.6892773509025574;0.6732813715934753;0.6570361256599426
7;0.653923511505127;0.6855166554450989;0.673635721206665;0.6450762152671814
8;0.668008029460907;0.6623153686523438;0.6817859411239624;0.6347147822380066
9;0.7082495093345642;0.624738335609436;0.683203399181366;0.6258605122566223
10;0.6861166954040527;0.6557663679122925;0.6878100633621216;0.6176406741142273
11;0.696177065372467;0.6393628120422363;0.6948972344398499;0.609895646572113
12;0.696177065372467;0.6198782324790955;0.7030474543571472;0.6026211380958557
13;0.6921529173851013;0.6292425990104675;0.7133238911628723;0.5958178639411926
14;0.7042253613471985;0.6231125593185425;0.7197023630142212;0.5897181630134583
15;0.7203219532966614;0.6262425184249878;0.7221828699111938;0.5835398435592651
16;0.6981891393661499;0.6251816749572754;0.726435124874115;0.5771504044532776
17;0.7122736573219299;0.601633608341217;0.7338767051696777;0.5711675882339478
18;0.7344064116477966;0.587265133857727;0.7391920685768127;0.5654178261756897
19;0.72635817527771;0.585247278213501;0.7434443831443787;0.5600796341896057
20;0.7062374353408813;0.5833063721656799;0.7480510473251343;0.5546925067901611
21;0.7364184856414795;0.5880771279335022;0.7505315542221069;0.5491393804550171
22;0.7545271515846252;0.5675415992736816;0.7551382184028625;0.5440707802772522
23;0.7323943376541138;0.5726590156555176;0.756909966468811;0.5397297143936157
24;0.7082495093345642;0.5678604245185852;0.7597448825836182;0.5351501107215881
25;0.7444667816162109;0.5472494959831238;0.7625797390937805;0.5303031802177429
26;0.758551299571991;0.5334524512290955;0.7657689452171326;0.5260307788848877
27;0.7364184856414795;0.5590749979019165;0.7700212597846985;0.5220582485198975
28;0.7565392255783081;0.556256890296936;0.7732104659080505;0.5175127387046814
29;0.7947686314582825;0.4978344142436981;0.7760453820228577;0.5125646591186523
30;0.7746478915214539;0.5219871997833252;0.7799432873725891;0.5082630515098572
31;0.7706237435340881;0.510187029838562;0.7831325531005859;0.5037566423416138
32;0.7565392255783081;0.5409417748451233;0.7852587103843689;0.49901479482650757
33;0.7826961874961853;0.5006818175315857;0.78951096534729;0.49479249119758606
34;0.772635817527771;0.4838612675666809;0.7909284234046936;0.4913167357444763
35;0.7826961874961853;0.4871458411216736;0.791637122631073;0.4874708354473114
36;0.7766599655151367;0.4940907657146454;0.7941176295280457;0.4837367832660675
37;0.7706237435340881;0.4906304180622101;0.7955350875854492;0.4793292284011841
38;0.772635817527771;0.4940783679485321;0.7983699440956116;0.4751313626766205
39;0.7947686314582825;0.48813509941101074;0.7997874021530151;0.4710409939289093
40;0.7766599655151367;0.500674307346344;0.804039716720581;0.46634867787361145
41;0.7746478915214539;0.4929996728897095;0.8051027655601501;0.46234703063964844
42;0.7947686314582825;0.47653400897979736;0.8072289228439331;0.45805782079696655
43;0.786720335483551;0.47378024458885193;0.8079376220703125;0.45463573932647705
44;0.8088530898094177;0.4728398025035858;0.8100637793540955;0.45155027508735657
45;0.7927565574645996;0.4553588628768921;0.8111268877983093;0.44851845502853394
46;0.8128772377967834;0.44654202461242676;0.8125442862510681;0.4452185034751892
47;0.8068410754203796;0.4641709625720978;0.813607394695282;0.44235193729400635
48;0.8309859037399292;0.4245792329311371;0.8160879015922546;0.4389159083366394
49;0.8088530898094177;0.45427411794662476;0.8175053000450134;0.4362732470035553
50;0.7967807054519653;0.45678165555000305;0.8196314573287964;0.4336068630218506
51;0.8289738297462463;0.4356110394001007;0.8214032649993896;0.43058350682258606
52;0.8269617557525635;0.43437066674232483;0.8228207230567932;0.42718151211738586
53;0.8249496817588806;0.4271402657032013;0.824238121509552;0.4233722388744354
54;0.8269617557525635;0.4277227222919464;0.8253012299537659;0.42041996121406555
55;0.8068410754203796;0.4215755760669708;0.8260099291801453;0.41753146052360535
56;0.8350100517272949;0.4185335338115692;0.8281360864639282;0.4153842031955719
57;0.8511066436767578;0.3986662030220032;0.8302622437477112;0.41295263171195984
58;0.8289738297462463;0.408080518245697;0.8313252925872803;0.4110199511051178
59;0.8370221257209778;0.42640307545661926;0.8345145583152771;0.40773677825927734
60;0.8430583477020264;0.4062299132347107;0.8359319567680359;0.40427982807159424
61;0.8531187176704407;0.39061492681503296;0.8362863063812256;0.4016331434249878
62;0.8430583477020264;0.3971026837825775;0.8366406559944153;0.39975354075431824
63;0.8350100517272949;0.40431028604507446;0.8387668132781982;0.3975771367549896
64;0.8511066436767578;0.3953562080860138;0.8408929705619812;0.39612486958503723
65;0.8450704216957092;0.40697818994522095;0.8408929705619812;0.3931482434272766
66;0.8329979777336121;0.3849928677082062;0.8423104286193848;0.39069411158561707
67;0.8370221257209778;0.4133438467979431;0.8430191278457642;0.38727113604545593
68;0.849094569683075;0.3800317049026489;0.8447909355163574;0.38478127121925354
69;0.8571428656578064;0.38024747371673584;0.8462083339691162;0.382759153842926
70;0.818913459777832;0.401490181684494;0.8465627431869507;0.3808528780937195
71;0.8430583477020264;0.3860226273536682;0.8476257920265198;0.37873005867004395
72;0.877263605594635;0.358344703912735;0.8490432500839233;0.37678802013397217
73;0.8511066436767578;0.3759803771972656;0.8490432500839233;0.37419790029525757
74;0.8410462737083435;0.3678492605686188;0.8504606485366821;0.37259459495544434
75;0.849094569683075;0.3744804263114929;0.8518781065940857;0.3710274398326874
76;0.8511066436767578;0.37546467781066895;0.8529411554336548;0.37023285031318665
77;0.8672032356262207;0.332093209028244;0.8532955646514893;0.36820515990257263
78;0.8390341997146606;0.3807636499404907;0.8543586134910583;0.3663792908191681
79;0.8692153096199036;0.3567317724227905;0.8557760715484619;0.3643154203891754
80;0.8430583477020264;0.36133888363838196;0.8579021692276001;0.36234021186828613
81;0.8732394576072693;0.3509039282798767;0.8582565784454346;0.3612506091594696
82;0.8470824956893921;0.37351927161216736;0.8596739768981934;0.358968585729599
83;0.8611670136451721;0.34915968775749207;0.8603827357292175;0.3565250337123871
84;0.8672032356262207;0.3601873219013214;0.8618001341819763;0.35465866327285767
85;0.8792756795883179;0.3400828540325165;0.8646349906921387;0.35271352529525757
86;0.8672032356262207;0.333123117685318;0.864280641078949;0.3515109121799469
87;0.8752515316009521;0.34363892674446106;0.8635719418525696;0.35042163729667664
88;0.8651911616325378;0.33563733100891113;0.8653437495231628;0.3484724462032318
89;0.8672032356262207;0.3326760530471802;0.8656980991363525;0.3474245071411133
90;0.8692153096199036;0.3470923602581024;0.8671154975891113;0.34504738450050354
91;0.8732394576072693;0.3418485224246979;0.8671154975891113;0.34280091524124146
92;0.877263605594635;0.3281060755252838;0.8703047633171082;0.34087443351745605
93;0.8712273836135864;0.32624611258506775;0.8727852702140808;0.33930715918540955
94;0.8732394576072693;0.3370025157928467;0.8738483190536499;0.33832666277885437
95;0.8853118419647217;0.31614577770233154;0.8724309206008911;0.3385361135005951
96;0.8873239159584045;0.2995947301387787;0.8742026686668396;0.33633777499198914
97;0.8672032356262207;0.31893306970596313;0.8749114274978638;0.334949791431427
98;0.8732394576072693;0.3318718671798706;0.8752657771110535;0.3341025114059448
99;0.8893359899520874;0.3121016323566437;0.8759744763374329;0.33332136273384094
100;0.8832998275756836;0.3169012665748596;0.8766831755638123;0.33193501830101013
101;0.8873239159584045;0.30973389744758606;0.8770375847816467;0.3308752775192261
102;0.8873239159584045;0.31454500555992126;0.8795180916786194;0.3294585943222046
103;0.8752515316009521;0.31420576572418213;0.8788093328475952;0.32856735587120056
104;0.9034205079078674;0.2940942049026489;0.8773919343948364;0.32789382338523865
105;0.8692153096199036;0.320528119802475;0.8784549832344055;0.32652735710144043
106;0.8913480639457703;0.3007097542285919;0.8802267909049988;0.32535865902900696
107;0.8832998275756836;0.32062315940856934;0.8812898397445679;0.323331743478775
108;0.8873239159584045;0.3082430958747864;0.8812898397445679;0.3223819136619568
109;0.9014084339141846;0.30865228176116943;0.8823529481887817;0.3221055865287781
110;0.8913480639457703;0.28794100880622864;0.8830616474151611;0.3203994333744049
111;0.8913480639457703;0.29865893721580505;0.884124755859375;0.3190681040287018
112;0.877263605594635;0.31323185563087463;0.8844791054725647;0.3180978298187256
113;0.9014084339141846;0.28769612312316895;0.8844791054725647;0.3169025778770447
114;0.9014084339141846;0.29974573850631714;0.8844791054725647;0.31598806381225586
115;0.8832998275756836;0.29438814520835876;0.8834159970283508;0.3157074451446533
116;0.8973842859268188;0.2908268868923187;0.8851878046989441;0.3144693374633789
117;0.895372211933136;0.2927093505859375;0.8848334550857544;0.31359586119651794
118;0.895372211933136;0.2841457724571228;0.8858965039253235;0.3120737671852112
119;0.909456729888916;0.2745119631290436;0.886250913143158;0.310648649930954
120;0.9014084339141846;0.29381421208381653;0.8869596123695374;0.3099063038825989
121;0.8792756795883179;0.29585492610931396;0.8876683115959167;0.3087459206581116
122;0.8873239159584045;0.3087206780910492;0.8869596123695374;0.30885425209999084
123;0.9014084339141846;0.2726879119873047;0.8866052627563477;0.3079429864883423
124;0.8993963599205017;0.27117034792900085;0.8883770108222961;0.306334912776947
125;0.8893359899520874;0.27964186668395996;0.8880226612091064;0.3062604069709778
126;0.9074446558952332;0.2600924074649811;0.8876683115959167;0.3055644929409027
127;0.909456729888916;0.2812700569629669;0.8869596123695374;0.305241197347641
128;0.8873239159584045;0.29760172963142395;0.8883770108222961;0.30403009057044983
129;0.895372211933136;0.2784156799316406;0.8897944688796997;0.3032870292663574
130;0.8893359899520874;0.27668294310569763;0.8897944688796997;0.30244287848472595
131;0.8993963599205017;0.2702585458755493;0.8897944688796997;0.3008709251880646
132;0.9074446558952332;0.27197447419166565;0.8905031681060791;0.29956814646720886
133;0.8993963599205017;0.2751843333244324;0.8905031681060791;0.29845985770225525
134;0.8853118419647217;0.2881537079811096;0.8901488184928894;0.2982098162174225
135;0.8993963599205017;0.26277148723602295;0.8905031681060791;0.2980041801929474
136;0.8933601379394531;0.27835988998413086;0.8908575773239136;0.2968168258666992
137;0.9054325819015503;0.2517634630203247;0.8912119269371033;0.2964526116847992
138;0.8893359899520874;0.29645484685897827;0.8926293253898621;0.29542413353919983
139;0.909456729888916;0.24442996084690094;0.8933380842208862;0.29478123784065247
140;0.8913480639457703;0.26289430260658264;0.8926293253898621;0.29378873109817505
141;0.8893359899520874;0.2773458957672119;0.8936924338340759;0.29237765073776245
142;0.9074446558952332;0.2654738128185272;0.8936924338340759;0.291448175907135
143;0.9014084339141846;0.252551406621933;0.8944011330604553;0.29084473848342896
144;0.9114688038825989;0.253561407327652;0.8944011330604553;0.289616197347641
145;0.9195170998573303;0.23978231847286224;0.8951098322868347;0.2883327007293701
146;0.9054325819015503;0.25441718101501465;0.8954641819000244;0.2877486050128937
147;0.9074446558952332;0.26181158423423767;0.8958185911178589;0.2869265377521515
148;0.909456729888916;0.24564588069915771;0.8954641819000244;0.2863488495349884
149;0.9054325819015503;0.2705264687538147;0.8958185911178589;0.28673145174980164
150;0.9034205079078674;0.2572512626647949;0.8965272903442383;0.28667277097702026
151;0.9034205079078674;0.2517140507698059;0.8954641819000244;0.28675150871276855
152;0.9054325819015503;0.2596053183078766;0.8965272903442383;0.28542935848236084
153;0.9154929518699646;0.23861071467399597;0.8979447484016418;0.2852031886577606
154;0.909456729888916;0.2508476972579956;0.8982990980148315;0.2834521234035492
155;0.909456729888916;0.24064192175865173;0.8982990980148315;0.2830512821674347
156;0.8973842859268188;0.2571706771850586;0.8979447484016418;0.28256136178970337
157;0.9255533218383789;0.23329100012779236;0.8990077972412109;0.28245827555656433
158;0.9074446558952332;0.23521625995635986;0.8997164964675903;0.28204411268234253
159;0.9034205079078674;0.2521701157093048;0.8997164964675903;0.28127482533454895
160;0.9175050258636475;0.24164165556430817;0.90007084608078;0.2813236713409424
161;0.9175050258636475;0.22527872025966644;0.8990077972412109;0.281477689743042
162;0.9054325819015503;0.25197896361351013;0.90007084608078;0.2803707718849182
163;0.9175050258636475;0.2360338717699051;0.90007084608078;0.279092401266098
164;0.909456729888916;0.24890686571598053;0.9004252552986145;0.2782385051250458
165;0.923541247844696;0.23269358277320862;0.9004252552986145;0.2774061858654022
166;0.9154929518699646;0.23559752106666565;0.90007084608078;0.2762773334980011
167;0.9154929518699646;0.22199523448944092;0.8997164964675903;0.2760557532310486
168;0.9356136918067932;0.21263377368450165;0.90007084608078;0.2753686308860779
169;0.9114688038825989;0.2468496412038803;0.9004252552986145;0.2753097712993622
170;0.9134808778762817;0.23281359672546387;0.9004252552986145;0.2750904858112335
171;0.895372211933136;0.24649299681186676;0.9007796049118042;0.27476319670677185
172;0.9154929518699646;0.23634807765483856;0.9007796049118042;0.2737713158130646
173;0.9154929518699646;0.24475187063217163;0.9007796049118042;0.27333077788352966
174;0.9195170998573303;0.22733871638774872;0.9011339545249939;0.2727280855178833
175;0.9074446558952332;0.23556150496006012;0.9011339545249939;0.2721726894378662
176;0.9295774698257446;0.22660060226917267;0.9025513529777527;0.2714003324508667
177;0.9215291738510132;0.21528735756874084;0.9014883041381836;0.2719299793243408
178;0.9054325819015503;0.2511761784553528;0.9014883041381836;0.2716272175312042
179;0.9376257658004761;0.21757835149765015;0.902197003364563;0.27183347940444946
180;0.9275653958320618;0.21179498732089996;0.902197003364563;0.2707535922527313
181;0.9154929518699646;0.22430582344532013;0.9025513529777527;0.2700517773628235
182;0.9195170998573303;0.23607900738716125;0.9025513529777527;0.2699928283691406
183;0.9154929518699646;0.22915619611740112;0.902197003364563;0.26995569467544556
184;0.923541247844696;0.23242104053497314;0.9018426537513733;0.26979970932006836
185;0.9376257658004761;0.20799186825752258;0.9025513529777527;0.2688252329826355
186;0.9215291738510132;0.23181773722171783;0.9025513529777527;0.26798421144485474
187;0.9255533218383789;0.21254311501979828;0.9029057621955872;0.2676559090614319
188;0.9255533218383789;0.22463077306747437;0.9036144614219666;0.2669431269168854
189;0.9356136918067932;0.2143702656030655;0.9046775102615356;0.2656072974205017
190;0.9175050258636475;0.22846466302871704;0.9039688110351562;0.26580262184143066
191;0.9175050258636475;0.22078749537467957;0.9046775102615356;0.26506197452545166
192;0.9356136918067932;0.2074047029018402;0.9046775102615356;0.2641124129295349
193;0.9315895438194275;0.22223146259784698;0.904323160648346;0.2640613317489624
194;0.9195170998573303;0.22183473408222198;0.9050319194793701;0.2633287310600281
195;0.9336016178131104;0.2194972038269043;0.9046775102615356;0.2632775902748108
196;0.923541247844696;0.21293315291404724;0.9053862690925598;0.2626810073852539
197;0.9315895438194275;0.20643413066864014;0.9050319194793701;0.2622057795524597
198;0.9336016178131104;0.21384775638580322;0.9053862690925598;0.2612885534763336
199;0.9275653958320618;0.23163752257823944;0.9057406187057495;0.26102036237716675
200;0.9175050258636475;0.2289590686559677;0.9060949683189392;0.26121920347213745
201;0.9275653958320618;0.21671351790428162;0.9060949683189392;0.2608140707015991
202;0.9295774698257446;0.1989232301712036;0.9060949683189392;0.26089224219322205
203;0.9154929518699646;0.2158624678850174;0.9057406187057495;0.2612995505332947
204;0.9436619877815247;0.20436899363994598;0.9060949683189392;0.26039692759513855
205;0.9336016178131104;0.19613702595233917;0.9060949683189392;0.2597454786300659
206;0.9336016178131104;0.1955290138721466;0.9060949683189392;0.25942665338516235
207;0.923541247844696;0.21916569769382477;0.9068036675453186;0.2593933939933777
208;0.9255533218383789;0.19658035039901733;0.9064493179321289;0.258838951587677
209;0.9255533218383789;0.20513595640659332;0.9075124263763428;0.25790727138519287
